plan_id,spatial_coverage_rate,capacity_fulfillment_rate,effective_service_rate,served_weighted_satisfaction,served_elderly_proxy_rate,min_community_fulfillment_rate,total_daily_demand,served_daily_demand,unserved_daily_demand,total_effective_daily_demand,total_capacity,total_build_cost_wan,station_count,max_utilization,annual_profit_without_subsidy,locations,scales
11561,1.0,0.8363633575664414,0.7308809331787819,0.8738796679297611,0.8362251824172062,0.8,8369.568007340535,7000.0,1369.5680073405347,6117.157675508328,7000.0,118.0,5,1.0,3184316.120461492,"A,C,G,H,J","小型,小型,中型,小型,中型"
14732,1.0,0.8363633575664414,0.7308533713417702,0.8738467135484359,0.836440513748734,0.8,8369.568007340535,7000.0,1369.5680073405347,6116.926994839051,7000.0,118.0,5,1.0,3184321.470158019,"D,E,G,I,J","小型,小型,中型,小型,中型"
14967,1.0,0.8363633575664414,0.7308533713417701,0.8738467135484357,0.8369238644052767,0.8,8369.568007340535,7000.0,1369.5680073405347,6116.92699483905,7000.0,118.0,5,1.0,3184167.010733857,"E,G,H,I,J","小型,中型,小型,小型,中型"
10970,1.0,0.8363633575664415,0.7308527544792516,0.8738459759951785,0.836911213255132,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6116.9218319662505,7000.0,118.0,5,1.0,3184056.8787481347,"A,C,D,E,J","小型,小型,小型,中型,中型"
11372,1.0,0.8363633575664415,0.7308527544792516,0.8738459759951785,0.8367296486561621,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6116.9218319662505,7000.0,118.0,5,1.0,3184049.26164956,"A,C,E,H,J","小型,小型,中型,小型,中型"
11397,1.0,0.8363633575664415,0.7307937206885496,0.8737753920914626,0.8351866781670071,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6116.427744640239,7000.0,118.0,5,1.0,3185063.52539922,"A,C,E,I,J","小型,中型,小型,小型,中型"
11118,1.0,0.8363633575664415,0.7307840306124541,0.8737638061270515,0.8352093708874397,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6116.346642889362,7000.0,117.0,5,1.0,3185612.6470157714,"A,C,D,G,J","小型,小型,小型,大型,小型"
11563,1.0,0.8363633575664415,0.7307840306124541,0.8737638061270515,0.8352093708874397,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6116.346642889362,7000.0,117.0,5,1.0,3185612.6470157714,"A,C,G,H,J","小型,小型,大型,小型,小型"
14549,1.0,0.8363633575664414,0.7307545858915555,0.8737286004707634,0.8353218515760861,0.8,8369.568007340535,7000.0,1369.5680073405347,6116.100203295344,7000.0,118.0,5,1.0,3185046.297434785,"C,G,H,I,J","小型,中型,中型,小型,小型"
14027,1.0,0.8363633575664414,0.7307516516239557,0.8737250921061595,0.8353198629232716,0.8,8369.568007340535,7000.0,1369.5680073405347,6116.075644743116,7000.0,118.0,5,1.0,3185032.5286919833,"C,D,E,I,J","中型,小型,小型,小型,中型"
14447,1.0,0.8363633575664414,0.7307516516239557,0.8737250921061595,0.835548619750907,0.8,8369.568007340535,7000.0,1369.5680073405347,6116.075644743116,7000.0,118.0,5,1.0,3184946.592040269,"C,E,H,I,J","中型,小型,小型,小型,中型"
12171,1.0,0.8363633575664414,0.7307251935963565,0.8736934574973977,0.8359389953773608,0.8,8369.568007340535,7000.0,1369.5680073405347,6115.854202481783,7000.0,118.0,5,1.0,3184606.534487277,"A,E,G,H,I","小型,小型,中型,中型,小型"
14078,1.0,0.8363633575664414,0.7307083103122295,0.8736732709552995,0.8353218515760861,0.8,8369.568007340535,7000.0,1369.5680073405347,6115.712896687096,7000.0,118.0,5,1.0,3185046.2974347835,"C,D,F,G,J","小型,小型,小型,中型,中型"
14480,1.0,0.8363633575664414,0.7307083103122295,0.8736732709552995,0.8353218515760861,0.8,8369.568007340535,7000.0,1369.5680073405347,6115.712896687096,7000.0,118.0,5,1.0,3185046.2974347835,"C,F,G,H,J","小型,小型,中型,小型,中型"
14204,1.0,0.8363633575664414,0.7307065319965466,0.8736711447075783,0.8361175921391689,0.8,8369.568007340535,7000.0,1369.5680073405347,6115.698012953048,7000.0,118.0,5,1.0,3184559.310133295,"C,D,G,I,J","小型,小型,小型,中型,中型"
14414,1.0,0.8363633575664414,0.7307065319965466,0.8736711447075783,0.8356219934782169,0.8,8369.568007340535,7000.0,1369.5680073405347,6115.698012953048,7000.0,118.0,5,1.0,3184887.4952870905,"C,E,G,I,J","小型,小型,小型,中型,中型"
14540,1.0,0.8363633575664414,0.7307065319965466,0.8736711447075783,0.8361175921391689,0.8,8369.568007340535,7000.0,1369.5680073405347,6115.698012953048,7000.0,118.0,5,1.0,3184559.3101332933,"C,G,H,I,J","小型,小型,小型,中型,中型"
14015,1.0,0.8363633575664414,0.7307065319965464,0.8736711447075782,0.8358760846019337,0.8,8369.568007340535,7000.0,1369.5680073405347,6115.6980129530475,7000.0,118.0,5,1.0,3184687.0657876553,"C,D,E,I,J","小型,小型,小型,中型,中型"
14435,1.0,0.8363633575664414,0.7307065319965464,0.8736711447075782,0.836206258644336,0.8,8369.568007340535,7000.0,1369.5680073405347,6115.6980129530475,7000.0,118.0,5,1.0,3184563.0299196076,"C,E,H,I,J","小型,小型,小型,中型,中型"
9750,1.0,0.8363633575664415,0.7306996550030201,0.8736629222125776,0.8352093708874397,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6115.640455488044,7000.0,117.0,5,1.0,3185612.6470157714,"A,B,C,D,G","小型,小型,小型,小型,大型"
10026,1.0,0.8363633575664415,0.7306996550030201,0.8736629222125776,0.8352093708874397,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6115.640455488044,7000.0,117.0,5,1.0,3185612.6470157714,"A,B,C,G,H","小型,小型,小型,大型,小型"
11451,1.0,0.8363633575664415,0.7306776967290036,0.8736366677457625,0.8367296486561621,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6115.456674220339,7000.0,117.0,5,1.0,3184549.26164956,"A,C,F,G,J","小型,小型,小型,小型,大型"
11747,1.0,0.8363633575664415,0.7306605538980608,0.8736161708758462,0.836911213255132,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6115.313196130925,7000.0,118.0,5,1.0,3184056.8787481333,"A,D,E,G,J","小型,小型,小型,中型,中型"
12191,1.0,0.8363633575664415,0.7306605538980607,0.8736161708758461,0.8367296486561621,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6115.313196130924,7000.0,118.0,5,1.0,3184049.26164956,"A,E,G,H,J","小型,小型,中型,小型,中型"
11262,1.0,0.8363633575664415,0.7306495180294734,0.8736029758111802,0.8367296486561621,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6115.220830678262,7000.0,117.0,5,1.0,3184549.2616495606,"A,C,E,F,J","小型,小型,小型,小型,大型"
9752,1.0,0.8363633575664415,0.7306466437858218,0.8735995392143641,0.8375086496150234,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6115.1967745005495,7000.0,118.0,5,1.0,3183698.4077364095,"A,B,C,D,G","小型,小型,小型,中型,中型"
11121,1.0,0.8363633575664415,0.7306466437858218,0.8735995392143641,0.836911213255132,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6115.1967745005495,7000.0,118.0,5,1.0,3184056.8787481356,"A,C,D,G,J","小型,小型,中型,中型,小型"
9710,1.0,0.8363633575664415,0.7306184650862915,0.8735658472797816,0.8375553556307521,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6114.960930958472,7000.0,118.0,5,1.0,3183700.3671730384,"A,B,C,D,E","小型,小型,小型,中型,中型"
10974,1.0,0.8363633575664415,0.7306184650862915,0.8735658472797816,0.8375553556307521,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6114.960930958472,7000.0,118.0,5,1.0,3183700.3671730384,"A,C,D,E,J","小型,小型,中型,中型,小型"
11453,1.0,0.8363633575664415,0.7305807941626759,0.8735208059430531,0.8368628976798339,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6114.6456416013725,7000.0,118.0,5,1.0,3184037.2986475783,"A,C,F,G,J","小型,小型,小型,中型,中型"
10978,1.0,0.8363633575664415,0.730579043331363,0.8735187125570899,0.8349854632215704,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6114.63098789963,7000.0,118.0,5,1.0,3185235.5018209624,"A,C,D,E,J","小型,中型,小型,中型,小型"
11378,1.0,0.8363633575664415,0.730579043331363,0.8735187125570899,0.8350807613410658,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6114.63098789963,7000.0,118.0,5,1.0,3185184.3597517065,"A,C,E,H,J","小型,中型,中型,小型,小型"
10971,1.0,0.8363633575664415,0.7305692753326081,0.8735070334242506,0.8353587446537856,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6114.549233969755,7000.0,117.0,5,1.0,3185535.1240580347,"A,C,D,E,J","小型,小型,小型,大型,小型"
11374,1.0,0.8363633575664415,0.7305692753326081,0.8735070334242506,0.835423355299166,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6114.549233969755,7000.0,117.0,5,1.0,3185493.105414976,"A,C,E,H,J","小型,小型,大型,小型,小型"
11516,1.0,0.8363633575664414,0.7305530653693619,0.8734876519399958,0.835680340443484,0.8,8369.568007340535,7000.0,1369.5680073405347,6114.41356357997,7000.0,118.0,5,1.0,3184725.8057313617,"A,C,F,I,J","小型,小型,小型,中型,中型"
11519,1.0,0.8363633575664415,0.7305530653693619,0.8734876519399957,0.8365681781814899,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6114.41356357997,7000.0,118.0,5,1.0,3184144.675951673,"A,C,F,I,J","小型,小型,中型,小型,中型"
14444,1.0,0.8363633575664414,0.7305495986104646,0.873483506900802,0.835953573082532,0.8,8369.568007340535,7000.0,1369.5680073405347,6114.384548305614,7000.0,118.0,5,1.0,3184730.6139335153,"C,E,H,I,J","小型,中型,中型,小型,小型"
13892,1.0,0.8363633575664415,0.7305033230311384,0.8734281773853376,0.8369980956829988,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.997241697364,7000.0,118.0,5,1.0,3184004.4352457225,"C,D,E,F,J","小型,小型,中型,小型,中型"
14337,1.0,0.8363633575664415,0.7305033230311384,0.8734281773853376,0.8360005432350586,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.997241697364,7000.0,118.0,5,1.0,3184644.6586812055,"C,E,F,H,J","小型,中型,小型,小型,中型"
9713,1.0,0.8363633575664415,0.7304946677219291,0.8734178286426159,0.8350807613410658,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.924800498312,7000.0,118.0,5,1.0,3185184.3597517065,"A,B,C,D,E","小型,小型,中型,小型,中型"
9882,1.0,0.8363633575664415,0.7304946677219291,0.8734178286426159,0.8350807613410658,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.924800498312,7000.0,118.0,5,1.0,3185184.3597517065,"A,B,C,E,H","小型,小型,中型,中型,小型"
14076,1.0,0.8363633575664414,0.7304865478761631,0.8734081201281377,0.8368012103101584,0.8,8369.568007340535,7000.0,1369.5680073405347,6113.856840896964,7000.0,117.0,5,1.0,3184699.995656478,"C,D,F,G,J","小型,小型,小型,小型,大型"
14475,1.0,0.8363633575664414,0.7304865478761631,0.8734081201281377,0.8368012103101584,0.8,8369.568007340535,7000.0,1369.5680073405347,6113.856840896964,7000.0,117.0,5,1.0,3184699.995656478,"C,F,G,H,J","小型,小型,小型,小型,大型"
14085,1.0,0.8363633575664414,0.7304865478761631,0.8734081201281377,0.8377610902183501,0.8,8369.568007340535,7000.0,1369.5680073405347,6113.856840896964,7000.0,118.0,5,1.0,3183579.009419583,"C,D,F,G,J","小型,中型,小型,小型,中型"
9708,1.0,0.8363633575664415,0.7304848997231741,0.8734061495097766,0.8353587446537856,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.843046568437,7000.0,117.0,5,1.0,3185535.1240580347,"A,B,C,D,E","小型,小型,小型,小型,大型"
9879,1.0,0.8363633575664415,0.7304848997231741,0.8734061495097766,0.8353587446537856,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.843046568437,7000.0,117.0,5,1.0,3185535.1240580347,"A,B,C,E,H","小型,小型,小型,大型,小型"
13887,1.0,0.8363633575664415,0.7304583691766329,0.8733744281935553,0.8379230723422968,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.620997354888,7000.0,117.0,5,1.0,3184061.035383807,"C,D,E,F,J","小型,小型,小型,小型,大型"
14328,1.0,0.8363633575664415,0.7304583691766329,0.8733744281935553,0.8374599810827136,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.620997354888,7000.0,117.0,5,1.0,3184372.7521241573,"C,E,F,H,J","小型,小型,小型,小型,大型"
13896,1.0,0.8363633575664415,0.7304583691766329,0.8733744281935553,0.8378883068579535,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.620997354888,7000.0,118.0,5,1.0,3183511.712782702,"C,D,E,F,J","小型,中型,小型,小型,中型"
14477,1.0,0.8363633575664415,0.7304390954586507,0.8733513835230687,0.8378883068579535,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.459684661482,7000.0,118.0,5,1.0,3183511.7127827015,"C,F,G,H,J","小型,小型,小型,中型,中型"
11348,1.0,0.8363633575664414,0.7304315149059092,0.8733423198156826,0.835713736644732,0.8,8369.568007340535,7000.0,1369.5680073405347,6113.396238709778,7000.0,118.0,5,1.0,3184782.830839094,"A,C,E,H,I","小型,小型,小型,中型,中型"
11356,1.0,0.8363633575664414,0.7304315149059092,0.8733423198156826,0.8352073822346253,0.8,8369.568007340535,7000.0,1369.5680073405347,6113.396238709778,7000.0,118.0,5,1.0,3185098.87827297,"A,C,E,H,I","小型,中型,小型,中型,小型"
11537,1.0,0.8363633575664414,0.7304315149059092,0.8733423198156826,0.835680340443484,0.8,8369.568007340535,7000.0,1369.5680073405347,6113.396238709778,7000.0,118.0,5,1.0,3184725.8057313617,"A,C,G,H,I","小型,小型,小型,中型,中型"
10175,1.0,0.8363633575664415,0.7304262645051007,0.8733360421604494,0.8375553556307521,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.352295123146,7000.0,118.0,5,1.0,3183700.3671730384,"A,B,D,E,G","小型,小型,中型,小型,中型"
11755,1.0,0.8363633575664415,0.7304262645051007,0.8733360421604494,0.8375553556307521,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.352295123146,7000.0,118.0,5,1.0,3183700.3671730384,"A,D,E,G,J","小型,中型,小型,中型,小型"
11748,1.0,0.8363633575664415,0.7304168119865094,0.8733247402322792,0.8354455141561661,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.273181625956,7000.0,117.0,5,1.0,3185487.7324592606,"A,D,E,G,J","小型,小型,小型,大型,小型"
12193,1.0,0.8363633575664415,0.7304168119865094,0.8733247402322792,0.8354455141561661,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.273181625956,7000.0,117.0,5,1.0,3185487.7324592606,"A,E,G,H,J","小型,小型,大型,小型,小型"
11751,1.0,0.8363633575664415,0.7304168119865094,0.8733247402322792,0.8354455141561661,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.273181625956,7000.0,118.0,5,1.0,3184987.7324592615,"A,D,E,G,J","小型,小型,中型,中型,小型"
12197,1.0,0.8363633575664415,0.7304168119865094,0.8733247402322792,0.8354455141561661,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.273181625956,7000.0,118.0,5,1.0,3184987.7324592615,"A,E,G,H,J","小型,中型,中型,小型,小型"
11523,1.0,0.8363633575664415,0.7304039855811152,0.873309404307674,0.8351866781670071,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.165830153719,7000.0,118.0,5,1.0,3185063.52539922,"A,C,F,I,J","小型,中型,小型,小型,中型"
14330,1.0,0.8363633575664415,0.730395932140952,0.8732997751912256,0.8378883068579535,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.09842633858,7000.0,118.0,5,1.0,3183511.712782702,"C,E,F,H,J","小型,小型,小型,中型,中型"
12296,1.0,0.8363633575664415,0.7303908340245083,0.8732936796151849,0.8355966842993657,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.055757306295,7000.0,118.0,5,1.0,3184785.511364928,"A,F,G,I,J","小型,小型,中型,小型,中型"
11411,1.0,0.8363633575664415,0.730388173594183,0.8732904986648224,0.8368628976798339,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6113.033490653758,7000.0,118.0,5,1.0,3184037.2986475783,"A,C,F,G,H","小型,小型,小型,中型,中型"
8192,1.0,0.8363633575664415,0.7303807509987174,0.8732816238194596,0.8355037538134181,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6112.971366736218,7000.0,113.0,4,1.0,3479514.9233752843,"C,E,G,J","小型,小型,中型,大型"
8197,1.0,0.8363633575664415,0.7303807509987174,0.8732816238194596,0.8355037538134181,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6112.971366736218,7000.0,113.0,4,1.0,3479514.9233752843,"C,E,G,J","小型,中型,小型,大型"
12797,1.0,0.8363633575664415,0.7303807509987174,0.8732816238194596,0.8355037538134181,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6112.971366736218,7000.0,118.0,5,1.0,3185014.9233752834,"B,C,E,G,J","小型,小型,小型,中型,中型"
12800,1.0,0.8363633575664415,0.7303807509987174,0.8732816238194596,0.8355037538134181,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6112.971366736218,7000.0,118.0,5,1.0,3185014.9233752834,"B,C,E,G,J","小型,小型,中型,小型,中型"
11267,1.0,0.8363633575664415,0.7303758068815849,0.8732757123730915,0.8369357456607316,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6112.929986611642,7000.0,118.0,5,1.0,3183999.491534036,"A,C,E,F,J","小型,小型,中型,小型,中型"
10054,1.0,0.8363633575664415,0.7303628555196289,0.8732602270438518,0.8355099147969851,0.8,8369.568007340535,7000.000000000001,1369.5680073405338,6112.821589306963,7000.0,118.0,5,1.0,3184832.902963706,"A,B,C,G,I","小型,中型,小型,中型,小型"
14141,1.0,0.8363633575664413,0.7303619165165214,0.8732591043223709,0.836082108243653,0.8,8369.568007340535,6999.999999999999,1369.5680073405356,6112.813730256596,7000.0,118.0,5,1.0,3184562.0006351713,"C,D,F,I,J","小型,小型,小型,中型,中型"
14519,1.0,0.8363633575664413,0.7303619165165214,0.8732591043223709,0.836082108243653,0.8,8369.568007340535,6999.999999999999,1369.5680073405356,6112.813730256596,7000.0,118.0,5,1.0,3184562.0006351713,"C,F,H,I,J","小型,小型,小型,中型,中型"
14526,1.0,0.8363633575664413,0.7303619165165214,0.8732591043223709,0.836082108243653,0.8,8369.568007340535,6999.999999999999,1369.5680073405356,6112.813730256596,7000.0,118.0,5,1.0,3184562.0006351704,"C,F,H,I,J","小型,中型,小型,小型,中型"
14144,1.0,0.8363633575664414,0.7303619165165214,0.8732591043223707,0.8372189641206464,0.8,8369.568007340535,7000.0,1369.5680073405347,6112.813730256596,7000.0,118.0,5,1.0,3183817.8772699954,"C,D,F,I,J","小型,小型,中型,小型,中型"
14153,1.0,0.8363633575664414,0.7303619165165214,0.8732591043223707,0.8355059385179641,0.8,8369.568007340535,7000.0,1369.5680073405347,6112.813730256596,7000.0,118.0,5,1.0,3184901.106954903,"C,D,F,I,J","中型,小型,小型,小型,中型"
14531,1.0,0.8363633575664414,0.7303619165165214,0.8732591043223707,0.8351463288725298,0.8,8369.568007340535,7000.0,1369.5680073405347,6112.813730256596,7000.0,118.0,5,1.0,3185136.4876613985,"C,F,H,I,J","中型,小型,小型,小型,中型"
