plan_id,spatial_coverage_rate,capacity_fulfillment_rate,effective_service_rate,served_weighted_satisfaction,served_elderly_proxy_rate,total_daily_demand,served_daily_demand,unserved_daily_demand,total_effective_daily_demand,total_capacity,total_build_cost_wan,station_count,max_utilization,annual_profit_without_subsidy,locations,scales
14207,1.0,1.0,0.9027580442455758,0.9027580442455758,1.0,8236.672676230217,8236.672676230217,0.0,7435.722516284563,9000.0,140.0,4,1.0,3929567.666062737,"C,F,H,J","大型,小型,大型,中型"
5925,1.0,1.0,0.9026860679181068,0.9026860679181068,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7435.129670834764,9000.0,140.0,4,1.0,3929567.6660627364,"A,C,E,H","小型,中型,大型,大型"
13835,1.0,1.0,0.9026766514573213,0.9026766514573213,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7435.052110529506,9000.0,140.0,4,1.0,3929567.666062737,"C,E,H,J","大型,小型,大型,中型"
5685,1.0,0.9999999999999998,0.9024002504741254,0.9024002504741256,0.9999999999999997,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7432.775486103533,9000.0,140.0,4,0.9282721025136988,3929567.6660627373,"A,C,D,I","小型,大型,大型,中型"
8661,1.0,1.0,0.902306006869923,0.902306006869923,1.0,8236.672676230217,8236.672676230217,0.0,7431.99923238389,9000.0,140.0,4,1.0,3929567.666062739,"A,G,H,I","小型,大型,大型,中型"
16527,1.0,0.9999999999999998,0.9022903848521409,0.9022903848521411,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7431.870558936876,9000.0,140.0,4,1.0,3929567.666062741,"F,G,I,J","小型,中型,大型,大型"
6359,1.0,1.0,0.9018652526697174,0.9018652526697174,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7428.368884306122,9000.0,140.0,4,1.0,3929567.6660627383,"A,C,G,H","小型,中型,大型,大型"
13098,1.0,0.9999999999999998,0.9017754989746493,0.9017754989746495,0.9999999999999998,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7427.629612498364,9000.0,140.0,4,1.0,3929567.666062734,"C,D,G,J","大型,大型,小型,中型"
14250,1.0,0.9999999999999998,0.9017419345524058,0.901741934552406,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7427.353153338778,9000.0,140.0,4,1.0,3929567.666062741,"C,F,I,J","中型,小型,大型,大型"
12255,1.0,1.0,0.9016232984874484,0.9016232984874484,1.0,8236.672676230217,8236.672676230217,0.0,7426.375986904127,9000.0,140.0,4,1.0,3929567.6660627425,"B,G,I,J","小型,大型,中型,大型"
12151,1.0,1.0,0.9015056834115549,0.9015056834115549,1.0,8236.672676230217,8236.672676230217,0.0,7425.407230022202,9000.0,140.0,4,1.0,3929567.6660627397,"B,G,H,I","中型,大型,小型,大型"
14393,1.0,1.0,0.9015032653701988,0.9015032653701988,1.0,8236.672676230217,8236.672676230217,0.0,7425.3873134070345,9000.0,140.0,4,1.0000000000000002,3929567.6660627387,"C,G,H,J","大型,小型,大型,中型"
9812,1.0,1.0,0.9014062303346196,0.9014062303346196,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7424.588067580843,9000.0,140.0,4,1.0000000000000002,3929567.6660627387,"B,C,F,J","大型,大型,小型,中型"
3761,1.0,1.0,0.9013342540071505,0.9013342540071505,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7423.995222131042,9000.0,140.0,4,1.0,3929567.6660627383,"A,B,C,E","小型,大型,中型,大型"
9564,1.0,1.0,0.9013248375463649,0.9013248375463649,1.0,8236.672676230217,8236.672676230217,0.0,7423.917661825783,9000.0,140.0,4,1.0,3929567.666062737,"B,C,E,J","大型,大型,小型,中型"
15323,1.0,1.0,0.9012360135886758,0.9012360135886758,1.0,8236.672676230217,8236.672676230217,0.0,7423.18604796049,9000.0,140.0,4,1.0000000000000002,3929567.666062741,"D,F,G,J","大型,小型,大型,中型"
8281,1.0,1.0,0.9011140406029069,0.9011140406029069,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7422.181396401369,9000.0,140.0,4,1.0,3929567.6660627346,"A,F,G,H","小型,中型,大型,大型"
14755,1.0,1.0,0.9010049629513537,0.9010049629513537,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7421.282959489234,9000.0,140.0,4,1.0,3929567.666062743,"D,E,F,J","中型,大型,小型,大型"
15330,1.0,1.0,0.9008618861364461,0.9008618861364461,1.0,8236.672676230217,8236.672676230217,0.0,7420.104482597283,9000.0,140.0,4,1.0000000000000004,3929567.6660627387,"D,F,G,J","大型,大型,小型,中型"
14212,1.0,1.0,0.9008376679238764,0.9008376679238764,1.0,8236.672676230217,8236.672676230217,0.0,7419.905005107543,9000.0,140.0,4,1.0,3929567.66606274,"C,F,H,J","大型,中型,大型,小型"
16315,1.0,0.9999999999999998,0.9007076643993193,0.9007076643993195,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7418.8342086290095,9000.0,140.0,4,1.0,3929567.6660627406,"E,G,I,J","大型,小型,大型,中型"
3885,1.0,1.0,0.9005134387587612,0.9005134387587612,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7417.234435602401,9000.0,140.0,4,1.0,3929567.6660627383,"A,B,C,G","小型,大型,中型,大型"
16491,1.0,1.0,0.9004396488216723,0.9004396488216723,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7416.6266520438,9000.0,140.0,4,1.0,3929567.666062735,"F,G,H,J","中型,大型,小型,大型"
12293,1.0,1.0,0.9003615703693663,0.9003615703693663,1.0,8236.672676230217,8236.672676230217,0.0,7415.983545389089,9000.0,140.0,4,1.0,3929567.666062741,"B,G,I,J","大型,大型,中型,小型"
9007,1.0,1.0,0.9003565023676617,0.9003565023676617,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7415.941801917926,9000.0,140.0,4,1.0,3929567.666062738,"B,C,D,F","大型,大型,中型,小型"
8945,1.0,1.0,0.9002751095794072,0.9002751095794072,1.0,8236.672676230217,8236.672676230217,0.0,7415.271396162867,9000.0,140.0,4,1.0,3929567.666062737,"B,C,D,E","大型,大型,中型,小型"
9998,1.0,1.0,0.9001514514592425,0.9001514514592425,1.0,8236.672676230217,8236.672676230217,0.0,7414.252864703313,9000.0,140.0,4,1.0,3929567.666062737,"B,C,G,J","大型,大型,小型,中型"
14772,1.0,1.0,0.9001224060355515,0.9001224060355515,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7414.013627055628,9000.0,140.0,4,1.0,3929567.6660627364,"D,E,F,J","大型,大型,小型,中型"
9999,1.0,1.0,0.9001195982061786,0.9001195982061786,1.0,8236.672676230217,8236.672676230217,0.0,7413.990499884153,9000.0,140.0,4,1.0,3929567.666062739,"B,C,G,J","大型,大型,中型,小型"
12131,1.0,1.0,0.9000881878482498,0.9000881878482498,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7413.73178304725,9000.0,140.0,4,1.0,3929567.666062741,"B,G,H,I","小型,大型,中型,大型"
13675,1.0,0.9999999999999998,0.9000127255113883,0.9000127255113884,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7413.110224479138,9000.0,140.0,4,1.0,3929567.6660627387,"C,E,G,J","小型,中型,大型,大型"
8061,1.0,1.0,0.8999902293204775,0.8999902293204775,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7412.9249307181435,9000.0,140.0,4,1.0,3929567.666062735,"A,E,G,J","中型,大型,大型,小型"
2055,1.0,0.9999999999999998,0.8999152462648892,0.8999152462648894,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7412.307319832999,9000.0,135.0,3,0.9999999999999999,4224067.6660627425,"B,G,I","大型,大型,大型"
8991,1.0,1.0,0.8998810939491526,0.8998810939491526,1.0,8236.672676230217,8236.672676230217,0.0,7412.026018387142,9000.0,140.0,4,1.0,3929567.666062736,"B,C,D,F","中型,大型,大型,小型"
16471,1.0,1.0,0.8998206521662642,0.8998206521662642,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7411.528179205522,9000.0,140.0,4,1.0,3929567.666062737,"F,G,H,J","小型,大型,中型,大型"
8929,1.0,1.0,0.899799701160898,0.899799701160898,1.0,8236.672676230217,8236.672676230217,0.0,7411.355612632084,9000.0,140.0,4,1.0,3929567.6660627387,"B,C,D,E","中型,大型,大型,小型"
9910,1.0,0.9999999999999998,0.8997923395104909,0.899792339510491,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7411.294977127322,9000.0,140.0,4,1.0,3929567.6660627406,"B,C,G,I","中型,小型,大型,大型"
4815,1.0,1.0,0.8997622266919505,0.8997622266919505,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7411.046947697647,9000.0,140.0,4,1.0,3929567.6660627364,"A,B,F,G","小型,大型,中型,大型"
11460,1.0,0.9999999999999998,0.8997067102185231,0.8997067102185233,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7410.589676677887,9000.0,140.0,4,1.0,3929567.6660627406,"B,E,G,I","中型,小型,大型,大型"
13284,1.0,1.0,0.8996835388962628,0.8996835388962628,1.0,8236.672676230217,8236.672676230217,0.0,7410.398822080953,9000.0,140.0,4,1.0,3929567.666062736,"C,D,I,J","大型,大型,小型,中型"
11921,1.0,1.0,0.8996572538952549,0.8996572538952549,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7410.182321131357,9000.0,140.0,4,1.0000000000000002,3929567.6660627355,"B,F,G,J","大型,大型,中型,小型"
6669,1.0,0.9999999999999998,0.89965014821624,0.8996501482162402,0.9999999999999999,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7410.123793979169,9000.0,140.0,4,0.9755876209240302,3929567.6660627383,"A,C,I,J","小型,中型,大型,大型"
8033,1.0,1.0,0.8995291332399495,0.8995291332399495,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7409.127033230542,9000.0,140.0,4,1.0,3929567.66606274,"A,E,G,J","小型,中型,大型,大型"
9813,1.0,1.0,0.8994858540129202,0.8994858540129202,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7408.770556403822,9000.0,140.0,4,1.0,3929567.66606274,"B,C,F,J","大型,大型,中型,小型"
11522,1.0,1.0,0.8994008276052395,0.8994008276052395,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7408.07022171492,9000.0,140.0,4,1.0,3929567.6660627387,"B,E,G,J","中型,小型,大型,大型"
10293,1.0,1.0,0.8993606907030499,0.8993606907030499,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7407.739627189347,9000.0,140.0,4,1.0,3929567.666062737,"B,D,E,G","中型,大型,大型,小型"
8783,1.0,1.0,0.8993520574888649,0.8993520574888649,1.0,8236.672676230217,8236.672676230217,0.0,7407.668518229961,9000.0,140.0,4,1.0,3929567.666062741,"A,G,I,J","小型,大型,中型,大型"
14385,1.0,0.9999999999999998,0.899342695114473,0.8993426951144731,0.9999999999999999,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7407.591403416622,9000.0,140.0,4,1.0,3929567.6660627364,"C,G,H,J","中型,大型,大型,小型"
13285,1.0,1.0,0.8993352045612428,0.8993352045612428,1.0,8236.672676230217,8236.672676230217,0.0,7407.529706181502,9000.0,140.0,4,1.0,3929567.666062741,"C,D,I,J","大型,大型,中型,小型"
12168,1.0,1.0,0.8993118424024084,0.8993118424024084,1.0,8236.672676230217,8236.672676230217,0.0,7407.337279726172,9000.0,140.0,4,1.0,3929567.6660627397,"B,G,H,I","大型,大型,小型,中型"
7909,1.0,1.0,0.8992905100042399,0.8992905100042399,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7407.1615717450595,9000.0,140.0,4,1.0,3929567.6660627383,"A,E,G,H","小型,中型,大型,大型"
14419,1.0,0.9999999999999998,0.8992608318962407,0.899260831896241,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7406.91712288382,9000.0,140.0,4,1.0,3929567.6660627415,"C,G,I,J","小型,中型,大型,大型"
6438,1.0,0.9999999999999998,0.899159463766767,0.8991594637667673,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7406.082186781544,9000.0,140.0,4,1.0,3929567.6660627425,"A,C,G,I","中型,小型,大型,大型"
9069,1.0,1.0,0.8991017234922846,0.8991017234922846,1.0,8236.672676230217,8236.672676230217,0.0,7405.606599040396,9000.0,140.0,4,1.0,3929567.666062738,"B,C,D,G","大型,大型,中型,小型"
7988,1.0,0.9999999999999998,0.899073834474799,0.8990738344747993,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7405.376886332107,9000.0,140.0,4,1.0,3929567.6660627425,"A,E,G,I","中型,小型,大型,大型"
8039,1.0,1.0,0.8989851429739514,0.8989851429739514,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7404.6463634704605,9000.0,140.0,4,1.0,3929567.6660627383,"A,E,G,J","小型,大型,中型,大型"
6055,1.0,1.0,0.898982268936218,0.898982268936218,1.0,8236.672676230217,8236.672676230217,0.0,7404.622690962391,9000.0,140.0,4,1.0,3929567.6660627383,"A,C,E,J","小型,大型,中型,大型"
8785,1.0,1.0,0.898978519360313,0.898978519360313,1.0,8236.672676230217,8236.672676230217,0.0,7404.591806932987,9000.0,140.0,4,1.0,3929567.666062739,"A,G,I,J","小型,大型,大型,中型"
6303,1.0,1.0,0.8989712415482812,0.8989712415482812,1.0,8236.672676230217,8236.672676230217,0.0,7404.531861977483,9000.0,140.0,4,1.0,3929567.6660627364,"A,C,F,J","小型,大型,中型,大型"
8999,1.0,0.9999999999999998,0.898948307616384,0.8989483076163842,0.9999999999999999,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7404.342962687266,9000.0,140.0,4,1.0,3929567.6660627397,"B,C,D,F","大型,小型,大型,中型"
7915,1.0,1.0,0.8987465197382419,0.8987465197382419,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7402.680901984979,9000.0,140.0,4,1.0,3929567.6660627364,"A,E,G,H","小型,大型,中型,大型"
13838,1.0,1.0,0.8987191033870651,0.8987191033870651,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7402.455082474358,9000.0,140.0,4,1.0,3929567.6660627387,"C,E,H,J","大型,中型,小型,大型"
12655,1.0,1.0,0.898719103387065,0.898719103387065,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7402.455082474357,9000.0,140.0,4,1.0,3929567.6660627406,"C,D,E,J","大型,小型,中型,大型"
9538,1.0,1.0,0.898670093448467,0.898670093448467,1.0,8236.672676230217,8236.672676230217,0.0,7402.0514036522445,9000.0,140.0,4,1.0,3929567.666062738,"B,C,E,J","中型,小型,大型,大型"
13701,1.0,0.9999999999999998,0.8986309886677409,0.8986309886677412,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7401.729310373327,9000.0,140.0,4,1.0,3929567.6660627387,"C,E,G,J","中型,大型,小型,大型"
9053,1.0,1.0,0.8986263150737757,0.8986263150737757,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7401.6908155096135,9000.0,140.0,4,1.0,3929567.6660627387,"B,C,D,G","中型,大型,大型,小型"
12133,1.0,1.0,0.8985642003794488,0.8985642003794488,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7401.179197104059,9000.0,140.0,4,1.0,3929567.666062741,"B,G,H,I","小型,大型,大型,中型"
13861,1.0,0.9999999999999998,0.8984444684475005,0.8984444684475007,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7400.193004371708,9000.0,140.0,4,1.0,3929567.6660627397,"C,E,I,J","小型,中型,大型,大型"
9059,1.0,1.0,0.8983231395278708,0.8983231395278708,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7399.193657774558,9000.0,140.0,4,1.0,3929567.6660627387,"B,C,D,G","大型,小型,中型,大型"
14267,1.0,0.9999999999999998,0.8982443960552098,0.8982443960552099,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7398.545073564859,9000.0,140.0,4,1.0,3929567.6660627387,"C,F,I,J","大型,小型,中型,大型"
10304,1.0,1.0,0.898237510235903,0.898237510235903,1.0,8236.672676230217,8236.672676230217,0.0,7398.488357325123,9000.0,140.0,4,1.0,3929567.6660627387,"B,D,E,G","大型,中型,小型,大型"
14956,1.0,1.0,0.8982166837385253,0.8982166837385253,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7398.316816283229,9000.0,140.0,4,1.0,3929567.6660627355,"D,E,G,J","大型,中型,大型,小型"
16285,1.0,0.9999999999999998,0.8982128942184663,0.8982128942184665,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7398.2856032469035,9000.0,140.0,4,0.9999999999999999,3929567.6660627415,"E,G,I,J","小型,大型,中型,大型"
13878,1.0,0.9999999999999998,0.8982090383179631,0.8982090383179632,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7398.253843456586,9000.0,140.0,4,1.0,3929567.6660627387,"C,E,I,J","中型,小型,大型,大型"
14365,1.0,1.0,0.8982080170257803,0.8982080170257803,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7398.24543140717,9000.0,140.0,4,1.0000000000000002,3929567.666062737,"C,G,H,J","小型,大型,大型,中型"
13895,1.0,0.9999999999999998,0.8981630032669553,0.8981630032669554,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7397.874667809801,9000.0,140.0,4,1.0,3929567.6660627387,"C,E,I,J","大型,小型,中型,大型"
14425,1.0,0.9999999999999998,0.8981443907848922,0.8981443907848923,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7397.721362887355,9000.0,140.0,4,1.0,3929567.6660627415,"C,G,I,J","小型,大型,中型,大型"
5931,1.0,1.0,0.8981338284908038,0.8981338284908038,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7397.634364728239,9000.0,140.0,4,1.0,3929567.666062739,"A,C,E,H","小型,大型,中型,大型"
16225,1.0,1.0,0.8981223877338126,0.8981223877338126,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7397.540130957735,9000.0,140.0,4,1.0,3929567.6660627387,"E,G,H,J","小型,大型,大型,中型"
13887,1.0,0.9999999999999998,0.8980884824882767,0.8980884824882769,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7397.260864548248,9000.0,140.0,4,1.0,3929567.6660627387,"C,E,I,J","中型,大型,小型,大型"
10539,1.0,1.0,0.8980868296878017,0.8980868296878017,1.0,8236.672676230217,8236.672676230217,0.0,7397.247250971737,9000.0,140.0,4,1.0,3929567.666062739,"B,D,F,G","中型,大型,小型,大型"
13867,1.0,0.9999999999999998,0.8980563285101718,0.8980563285101719,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7396.996022755359,9000.0,140.0,4,1.0,3929567.6660627415,"C,E,I,J","小型,大型,中型,大型"
13900,1.0,0.9999999999999998,0.898042447437269,0.8980424474372692,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7396.881688901464,9000.0,140.0,4,1.0,3929567.6660627387,"C,E,I,J","大型,中型,小型,大型"
14921,1.0,1.0,0.8980181628749753,0.8980181628749753,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7396.681664910765,9000.0,140.0,4,1.0,3929567.666062741,"D,E,G,J","小型,大型,中型,大型"
16256,1.0,1.0,0.8980181628749753,0.8980181628749753,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7396.681664910765,9000.0,140.0,4,1.0,3929567.6660627406,"E,G,H,J","大型,中型,小型,大型"
15687,1.0,1.0,0.8979631280313384,0.8979631280313384,1.0,8236.672676230217,8236.672676230217,0.0,7396.22836091794,9000.0,140.0,4,1.0,3929567.6660627383,"D,G,I,J","中型,大型,大型,小型"
4567,1.0,1.0,0.8979386960932837,0.8979386960932837,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7396.027123041338,9000.0,140.0,4,1.0,3929567.666062741,"A,B,E,G","小型,大型,中型,大型"
13904,1.0,0.9999999999999998,0.897792911719736,0.8977929117197362,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7394.826344875117,9000.0,140.0,4,1.0,3929567.6660627406,"C,E,I,J","大型,大型,小型,中型"
13063,1.0,1.0,0.8977652255171388,0.8977652255171388,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7394.598302686676,9000.0,140.0,4,1.0,3929567.666062735,"C,D,G,J","小型,大型,大型,中型"
4009,1.0,1.0,0.8977396137385475,0.8977396137385475,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7394.387346849763,9000.0,140.0,4,1.0,3929567.6660627373,"A,B,C,I","小型,大型,中型,大型"
10541,1.0,1.0,0.8977127022355722,0.8977127022355722,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7394.16568560853,9000.0,140.0,4,1.0,3929567.666062737,"B,D,F,G","中型,大型,大型,小型"
14951,1.0,0.9999999999999998,0.8976795962251711,0.8976795962251714,0.9999999999999997,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7393.893002237241,9000.0,140.0,4,1.0,3929567.666062736,"D,E,G,J","大型,小型,大型,中型"
15665,1.0,1.0,0.8975820585953966,0.8975820585953966,1.0,8236.672676230217,8236.672676230217,0.0,7393.089616707173,9000.0,140.0,4,1.0,3929567.666062738,"D,G,I,J","小型,大型,中型,大型"
16685,1.0,1.0,0.8975820585953966,0.8975820585953966,1.0,8236.672676230217,8236.672676230217,0.0,7393.089616707173,9000.0,140.0,4,1.0,3929567.666062738,"G,H,I,J","大型,小型,中型,大型"
14363,1.0,1.0,0.8975313413215923,0.8975313413215923,1.0,8236.672676230217,8236.672676230217,0.0,7392.671875123816,9000.0,140.0,4,1.0,3929567.666062738,"C,G,H,J","小型,大型,中型,大型"
8935,1.0,0.9999999999999998,0.8975067760791305,0.8975067760791308,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7392.469539262446,9000.0,140.0,4,1.0,3929567.666062737,"B,C,D,E","大型,小型,中型,大型"
16279,1.0,0.9999999999999998,0.8974620627548656,0.8974620627548658,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7392.10125024621,9000.0,140.0,4,1.0,3929567.6660627406,"E,G,I,J","小型,中型,大型,大型"
16223,1.0,1.0,0.8974457120296246,0.8974457120296246,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7391.966574674381,9000.0,140.0,4,1.0,3929567.6660627387,"E,G,H,J","小型,大型,中型,大型"
9423,1.0,1.0,0.8974340681975294,0.8974340681975294,1.0,8236.672676230217,8236.672676230217,0.0,7391.8706682407155,9000.0,140.0,4,1.0,3929567.6660627387,"B,C,E,H","中型,大型,小型,大型"
4569,1.0,1.0,0.8973947058272858,0.8973947058272858,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7391.5464532812575,9000.0,140.0,4,1.0,3929567.6660627383,"A,B,E,G","小型,大型,大型,中型"
13807,1.0,1.0,0.8973916535770402,0.8973916535770402,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7391.521312895059,9000.0,140.0,4,1.0,3929567.666062737,"C,E,H,J","小型,大型,大型,中型"
11918,1.0,1.0,0.8973890541244651,0.8973890541244651,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7391.499902055061,9000.0,140.0,4,1.0,3929567.6660627355,"B,F,G,J","大型,中型,大型,小型"
5119,1.0,1.0,0.8973880822136473,0.8973880822136473,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7391.491896743784,9000.0,140.0,4,1.0,3929567.666062741,"A,B,G,I","小型,中型,大型,大型"
14239,1.0,0.9999999999999998,0.8973567116523458,0.897356711652346,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7391.233507698674,9000.0,140.0,4,1.0000000000000002,3929567.6660627415,"C,F,I,J","小型,大型,中型,大型"
16318,1.0,0.9999999999999998,0.8973415069251793,0.8973415069251796,1.0,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7391.108271337873,9000.0,140.0,4,1.0,3929567.6660627387,"E,G,I,J","大型,中型,小型,大型"
8653,1.0,0.9999999999999998,0.8973146651117804,0.8973146651117805,0.9999999999999998,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7390.8871841068685,9000.0,140.0,4,1.0,3929567.66606274,"A,G,H,I","小型,中型,大型,大型"
6333,1.0,1.0,0.8972842993058862,0.8972842993058862,0.9999999999999998,8236.672676230217,8236.672676230217,0.0,7390.637070903168,9000.0,140.0,4,1.0,3929567.6660627387,"A,C,F,J","大型,小型,大型,中型"
15516,1.0,0.9999999999999998,0.8972196386926967,0.8972196386926968,0.9999999999999997,8236.672676230217,8236.672676230215,1.8189894035458565e-12,7390.104482597282,9000.0,140.0,4,1.0,3929567.666062737,"D,F,I,J","大型,大型,小型,中型"
9527,1.0,1.0,0.8972115220308854,0.8972115220308854,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7390.037628310719,9000.0,140.0,4,1.0,3929567.666062738,"B,C,E,J","小型,大型,中型,大型"
5136,1.0,1.0,0.8972058444115475,0.8972058444115475,0.9999999999999999,8236.672676230217,8236.672676230217,0.0,7389.990863618653,9000.0,140.0,4,1.0,3929567.6660627373,"A,B,G,I","中型,小型,大型,大型"
